id,payment_id,transaction_type,order_id,transaction_id,payment_method,payment_time,currency,total_price,tax,subtotal_price,item_price,discount_price,prepaid_amount,registration_price,promotions,tax_lines,address,refund,update_time
1edac83c9f53,1UtsuFtVrPU,CHARGE,0105418400010,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 15:04:46.513455
fdaa1112b9b1,1Utsv4movKa,CHARGE,0105418400012,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 14:25:31.786313
88623e0bd6c8,1UtsvsAAlBb,CHARGE,0105418400014,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 14:55:53.398934
3c2c90c7985f,1UtsvSmDpzP,CHARGE,0105418400013,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 15:12:28.201473
bbfc41d719f8,1Utswef1c4E,CHARGE,0105418400016,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 14:50:50.856633
186dcbf8adb5,1UtswGdf9dZ,CHARGE,0105418400015,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 14:46:37.712114
95d5a67a0f7e,1Utsx36FDU0,CHARGE,0105418400017,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 14:58:41.635975
23bd9d1150e6,1UtsxqvywMX,CHARGE,0105418400019,string,CREDIT_CARD,2019-08-24 14:15:22.000000,USD,1520.00,0.00,1520.00,1520.00,0.00,0.00,0.00,,,"{""firstName"" : null, ""lastName"" : null, ""email"" : null, ""phone"" : null, ""state"" : null, ""city"" : null, ""address1"" : null, ""address2"" : null, ""zipcode"" : null}",,2019-08-24 15:10:34.805805
7c3f98cdff81,1a0cN6tl7YL,CHARGE,0105500900029,7112153366744,CREDIT_CARD,2025-01-09 04:28:04.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Harris Co Emergency Services District 29 Sp"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a0cN6tl7YL"", ""id"" : ""1a0cN6tl7YO""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a0cN6tl7YL"", ""id"" : ""1a0cN6tl7YN""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a0cN6tl7YL"", ""id"" : ""1a0cN6tl7YM""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""VuHai"", ""email"" : ""nhungvu591998+2@gmail.com"", ""phone"" : ""+821035348697"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""test"", ""address2"" : ""test2"", ""zipcode"" : ""77069""}",[],2025-01-09 04:48:21.036139
eda942553178,1a0lw8iBt3U,CHARGE,0105500900032,7112281522392,CREDIT_CARD,2025-01-09 06:41:53.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a0lw8iBt3U"", ""id"" : ""1a0lw8iTUBZ""}, {""title"" : ""Harris Co Emergency Services District 29 Sp"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a0lw8iBt3U"", ""id"" : ""1a0lw8iTUBb""}, {""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a0lw8iBt3U"", ""id"" : ""1a0lw8iTUBa""}]","{""firstName"" : ""Nhung"", ""lastName"" : ""VuHai"", ""email"" : ""nhungvu591998+2@gmail.com"", ""phone"" : ""+821035348697"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""123"", ""address2"" : ""456"", ""zipcode"" : ""77069""}",[],2025-01-09 07:35:01.240998
70cddbfbb728,1a0z7Wj52pl,CHARGE,0105500900057,6970761642169,CREDIT_CARD,2025-01-09 09:46:06.000000,USD,1461.38,111.38,1350.00,1350.00,0.00,0.00,0.00,,"[{""title"" : ""Houston Mta Transit"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a0z7Wj52pl"", ""id"" : ""1a0z7Wj52po""}, {""title"" : ""Houston City Tax"", ""rate"" : 0.0100, ""price"" : 13.50, ""paymentId"" : ""1a0z7Wj52pl"", ""id"" : ""1a0z7Wj52pn""}, {""title"" : ""Texas State Tax"", ""rate"" : 0.0625, ""price"" : 84.38, ""paymentId"" : ""1a0z7Wj52pl"", ""id"" : ""1a0z7Wj52pm""}]","{""firstName"" : ""Tung"", ""lastName"" : ""Nguyen"", ""email"" : ""nttung1211@gmail.com"", ""phone"" : ""9722614900"", ""state"" : ""TX"", ""city"" : ""Houston"", ""address1"" : ""a1"", ""address2"" : ""a2"", ""zipcode"" : ""77002""}",[],2025-01-09 10:34:39.949158
